CFG,CFG_MEAN,CFG_SD,FFC_MEAN,FFC_SD,CFG_BEI,CFG_BEF,E1 BF,E1 ST,E1 FFC,E2 BF,E2 ST,E2 FFC,E3 BF,E3 ST,E3 FFC,E4 BF,E4 ST,E4 FFC,E5 BF,E5 ST,E5 FFC,E6 BF,E6 ST,E6 FFC,E7 BF,E7 ST,E7 FFC,E8 BF,E8 ST,E8 FFC,E9 BF,E9 ST,E9 FFC,E10 BF,E10 ST,E10 FFC,problemSize,popSize,combProb,mutProb,selectAlgo,recombineAlgo,bitFlappingAlgo,fitnessFunction,maxGenEvol
260,0,0.0,301,0.0,1,0,0,MAX_EVOL_LEVEL_REACHED,301,0,MAX_EVOL_LEVEL_REACHED,301,0,MAX_EVOL_LEVEL_REACHED,301,0,MAX_EVOL_LEVEL_REACHED,301,0,MAX_EVOL_LEVEL_REACHED,301,0,MAX_EVOL_LEVEL_REACHED,301,0,MAX_EVOL_LEVEL_REACHED,301,0,MAX_EVOL_LEVEL_REACHED,301,0,MAX_EVOL_LEVEL_REACHED,301,0,MAX_EVOL_LEVEL_REACHED,301,10,100,1,0.1,bintour,spc,bfp,trap,300
261,0,0.0,301,0.0,1,0,0,MAX_EVOL_LEVEL_REACHED,301,0,MAX_EVOL_LEVEL_REACHED,301,0,MAX_EVOL_LEVEL_REACHED,301,0,MAX_EVOL_LEVEL_REACHED,301,0,MAX_EVOL_LEVEL_REACHED,301,0,MAX_EVOL_LEVEL_REACHED,301,0,MAX_EVOL_LEVEL_REACHED,301,0,MAX_EVOL_LEVEL_REACHED,301,0,MAX_EVOL_LEVEL_REACHED,301,0,MAX_EVOL_LEVEL_REACHED,301,10,100,1,0.1,bintour,spc,bfp,peak,300
262,5.6,2.2,271,90.0,10,10,2,MAX_EVOL_LEVEL_REACHED,301,7,MAX_EVOL_LEVEL_REACHED,301,6,MAX_EVOL_LEVEL_REACHED,301,6,MAX_EVOL_LEVEL_REACHED,301,6,MAX_EVOL_LEVEL_REACHED,301,6,MAX_EVOL_LEVEL_REACHED,301,5,MAX_EVOL_LEVEL_REACHED,301,6,MAX_EVOL_LEVEL_REACHED,301,2,MAX_EVOL_LEVEL_REACHED,301,10,BEST_SOLUTION_FOUND,1,10,100,1,0.1,bintour,uc,bfp,onemax,300
263,0,0.0,301,0.0,1,0,0,MAX_EVOL_LEVEL_REACHED,301,0,MAX_EVOL_LEVEL_REACHED,301,0,MAX_EVOL_LEVEL_REACHED,301,0,MAX_EVOL_LEVEL_REACHED,301,0,MAX_EVOL_LEVEL_REACHED,301,0,MAX_EVOL_LEVEL_REACHED,301,0,MAX_EVOL_LEVEL_REACHED,301,0,MAX_EVOL_LEVEL_REACHED,301,0,MAX_EVOL_LEVEL_REACHED,301,0,MAX_EVOL_LEVEL_REACHED,301,10,100,1,0.1,bintour,uc,bfp,trap,300
264,0.2,0.4,241,120.0,7,1,0,MAX_EVOL_LEVEL_REACHED,301,0,MAX_EVOL_LEVEL_REACHED,301,0,MAX_EVOL_LEVEL_REACHED,301,0,MAX_EVOL_LEVEL_REACHED,301,0,MAX_EVOL_LEVEL_REACHED,301,0,MAX_EVOL_LEVEL_REACHED,301,1,BEST_SOLUTION_FOUND,1,0,MAX_EVOL_LEVEL_REACHED,301,0,MAX_EVOL_LEVEL_REACHED,301,1,BEST_SOLUTION_FOUND,1,10,100,1,0.1,bintour,uc,bfp,peak,300
265,6.7,2.3685438564654024,271,90.0,9,10,9,MAX_EVOL_LEVEL_REACHED,301,4,MAX_EVOL_LEVEL_REACHED,301,5,MAX_EVOL_LEVEL_REACHED,301,9,MAX_EVOL_LEVEL_REACHED,301,3,MAX_EVOL_LEVEL_REACHED,301,8,MAX_EVOL_LEVEL_REACHED,301,7,MAX_EVOL_LEVEL_REACHED,301,4,MAX_EVOL_LEVEL_REACHED,301,10,BEST_SOLUTION_FOUND,1,8,MAX_EVOL_LEVEL_REACHED,301,10,100,1,0.3,fitprop,spc,bfp,onemax,300
266,4.6,1.019803902718557,301,0.0,3,6,5,MAX_EVOL_LEVEL_REACHED,301,5,MAX_EVOL_LEVEL_REACHED,301,6,MAX_EVOL_LEVEL_REACHED,301,4,MAX_EVOL_LEVEL_REACHED,301,4,MAX_EVOL_LEVEL_REACHED,301,6,MAX_EVOL_LEVEL_REACHED,301,5,MAX_EVOL_LEVEL_REACHED,301,3,MAX_EVOL_LEVEL_REACHED,301,3,MAX_EVOL_LEVEL_REACHED,301,5,MAX_EVOL_LEVEL_REACHED,301,10,100,1,0.3,fitprop,spc,bfp,trap,300
267,0,0.0,301,0.0,1,0,0,MAX_EVOL_LEVEL_REACHED,301,0,MAX_EVOL_LEVEL_REACHED,301,0,MAX_EVOL_LEVEL_REACHED,301,0,MAX_EVOL_LEVEL_REACHED,301,0,MAX_EVOL_LEVEL_REACHED,301,0,MAX_EVOL_LEVEL_REACHED,301,0,MAX_EVOL_LEVEL_REACHED,301,0,MAX_EVOL_LEVEL_REACHED,301,0,MAX_EVOL_LEVEL_REACHED,301,0,MAX_EVOL_LEVEL_REACHED,301,10,100,1,0.3,fitprop,spc,bfp,peak,300
268,6.1,2.211334438749598,241,120.0,1,10,10,BEST_SOLUTION_FOUND,1,5,MAX_EVOL_LEVEL_REACHED,301,5,MAX_EVOL_LEVEL_REACHED,301,6,MAX_EVOL_LEVEL_REACHED,301,10,BEST_SOLUTION_FOUND,1,3,MAX_EVOL_LEVEL_REACHED,301,5,MAX_EVOL_LEVEL_REACHED,301,7,MAX_EVOL_LEVEL_REACHED,301,6,MAX_EVOL_LEVEL_REACHED,301,4,MAX_EVOL_LEVEL_REACHED,301,10,100,1,0.3,fitprop,uc,bfp,onemax,300
269,7.5,7.256031973468694,271,90.0,4,29,6,MAX_EVOL_LEVEL_REACHED,301,6,MAX_EVOL_LEVEL_REACHED,301,4,MAX_EVOL_LEVEL_REACHED,301,29,BEST_SOLUTION_FOUND,1,4,MAX_EVOL_LEVEL_REACHED,301,3,MAX_EVOL_LEVEL_REACHED,301,5,MAX_EVOL_LEVEL_REACHED,301,6,MAX_EVOL_LEVEL_REACHED,301,7,MAX_EVOL_LEVEL_REACHED,301,5,MAX_EVOL_LEVEL_REACHED,301,10,100,1,0.3,fitprop,uc,bfp,trap,300
270,0,0.0,301,0.0,1,0,0,MAX_EVOL_LEVEL_REACHED,301,0,MAX_EVOL_LEVEL_REACHED,301,0,MAX_EVOL_LEVEL_REACHED,301,0,MAX_EVOL_LEVEL_REACHED,301,0,MAX_EVOL_LEVEL_REACHED,301,0,MAX_EVOL_LEVEL_REACHED,301,0,MAX_EVOL_LEVEL_REACHED,301,0,MAX_EVOL_LEVEL_REACHED,301,0,MAX_EVOL_LEVEL_REACHED,301,0,MAX_EVOL_LEVEL_REACHED,301,10,100,1,0.3,fitprop,uc,bfp,peak,300
271,5.9,1.7,271,90.0,6,10,5,MAX_EVOL_LEVEL_REACHED,301,8,MAX_EVOL_LEVEL_REACHED,301,6,MAX_EVOL_LEVEL_REACHED,301,5,MAX_EVOL_LEVEL_REACHED,301,4,MAX_EVOL_LEVEL_REACHED,301,10,BEST_SOLUTION_FOUND,1,5,MAX_EVOL_LEVEL_REACHED,301,5,MAX_EVOL_LEVEL_REACHED,301,6,MAX_EVOL_LEVEL_REACHED,301,5,MAX_EVOL_LEVEL_REACHED,301,10,100,1,0.3,bintour,spc,bfp,onemax,300
272,0,0.0,301,0.0,1,0,0,MAX_EVOL_LEVEL_REACHED,301,0,MAX_EVOL_LEVEL_REACHED,301,0,MAX_EVOL_LEVEL_REACHED,301,0,MAX_EVOL_LEVEL_REACHED,301,0,MAX_EVOL_LEVEL_REACHED,301,0,MAX_EVOL_LEVEL_REACHED,301,0,MAX_EVOL_LEVEL_REACHED,301,0,MAX_EVOL_LEVEL_REACHED,301,0,MAX_EVOL_LEVEL_REACHED,301,0,MAX_EVOL_LEVEL_REACHED,301,10,100,1,0.3,bintour,spc,bfp,trap,300
273,0.2,0.4,241,120.0,5,1,0,MAX_EVOL_LEVEL_REACHED,301,0,MAX_EVOL_LEVEL_REACHED,301,0,MAX_EVOL_LEVEL_REACHED,301,0,MAX_EVOL_LEVEL_REACHED,301,1,BEST_SOLUTION_FOUND,1,1,BEST_SOLUTION_FOUND,1,0,MAX_EVOL_LEVEL_REACHED,301,0,MAX_EVOL_LEVEL_REACHED,301,0,MAX_EVOL_LEVEL_REACHED,301,0,MAX_EVOL_LEVEL_REACHED,301,10,100,1,0.3,bintour,spc,bfp,peak,300
274,6,1.7320508075688772,271,90.0,10,10,4,MAX_EVOL_LEVEL_REACHED,301,6,MAX_EVOL_LEVEL_REACHED,301,5,MAX_EVOL_LEVEL_REACHED,301,6,MAX_EVOL_LEVEL_REACHED,301,8,MAX_EVOL_LEVEL_REACHED,301,6,MAX_EVOL_LEVEL_REACHED,301,4,MAX_EVOL_LEVEL_REACHED,301,5,MAX_EVOL_LEVEL_REACHED,301,6,MAX_EVOL_LEVEL_REACHED,301,10,BEST_SOLUTION_FOUND,1,10,100,1,0.3,bintour,uc,bfp,onemax,300
275,2.9,8.7,271,90.0,7,29,0,MAX_EVOL_LEVEL_REACHED,301,0,MAX_EVOL_LEVEL_REACHED,301,0,MAX_EVOL_LEVEL_REACHED,301,0,MAX_EVOL_LEVEL_REACHED,301,0,MAX_EVOL_LEVEL_REACHED,301,0,MAX_EVOL_LEVEL_REACHED,301,29,BEST_SOLUTION_FOUND,1,0,MAX_EVOL_LEVEL_REACHED,301,0,MAX_EVOL_LEVEL_REACHED,301,0,MAX_EVOL_LEVEL_REACHED,301,10,100,1,0.3,bintour,uc,bfp,trap,300
276,0.1,0.30000000000000004,271,90.0,7,1,0,MAX_EVOL_LEVEL_REACHED,301,0,MAX_EVOL_LEVEL_REACHED,301,0,MAX_EVOL_LEVEL_REACHED,301,0,MAX_EVOL_LEVEL_REACHED,301,0,MAX_EVOL_LEVEL_REACHED,301,0,MAX_EVOL_LEVEL_REACHED,301,1,BEST_SOLUTION_FOUND,1,0,MAX_EVOL_LEVEL_REACHED,301,0,MAX_EVOL_LEVEL_REACHED,301,0,MAX_EVOL_LEVEL_REACHED,301,10,100,1,0.3,bintour,uc,bfp,peak,300
277,6,1.5491933384829668,271,90.0,4,10,6,MAX_EVOL_LEVEL_REACHED,301,5,MAX_EVOL_LEVEL_REACHED,301,7,MAX_EVOL_LEVEL_REACHED,301,10,BEST_SOLUTION_FOUND,1,5,MAX_EVOL_LEVEL_REACHED,301,5,MAX_EVOL_LEVEL_REACHED,301,4,MAX_EVOL_LEVEL_REACHED,301,6,MAX_EVOL_LEVEL_REACHED,301,6,MAX_EVOL_LEVEL_REACHED,301,6,MAX_EVOL_LEVEL_REACHED,301,10,100,1,0.4,fitprop,spc,bfp,onemax,300
278,6.8,7.533923280734945,271,90.0,1,29,29,BEST_SOLUTION_FOUND,1,5,MAX_EVOL_LEVEL_REACHED,301,3,MAX_EVOL_LEVEL_REACHED,301,4,MAX_EVOL_LEVEL_REACHED,301,6,MAX_EVOL_LEVEL_REACHED,301,4,MAX_EVOL_LEVEL_REACHED,301,5,MAX_EVOL_LEVEL_REACHED,301,1,MAX_EVOL_LEVEL_REACHED,301,6,MAX_EVOL_LEVEL_REACHED,301,5,MAX_EVOL_LEVEL_REACHED,301,10,100,1,0.4,fitprop,spc,bfp,trap,300
279,0.1,0.30000000000000004,271,90.0,9,1,0,MAX_EVOL_LEVEL_REACHED,301,0,MAX_EVOL_LEVEL_REACHED,301,0,MAX_EVOL_LEVEL_REACHED,301,0,MAX_EVOL_LEVEL_REACHED,301,0,MAX_EVOL_LEVEL_REACHED,301,0,MAX_EVOL_LEVEL_REACHED,301,0,MAX_EVOL_LEVEL_REACHED,301,0,MAX_EVOL_LEVEL_REACHED,301,1,BEST_SOLUTION_FOUND,1,0,MAX_EVOL_LEVEL_REACHED,301,10,100,1,0.4,fitprop,spc,bfp,peak,300
280,6.8,2.4413111231467406,211,137.4772708486752,7,10,7,MAX_EVOL_LEVEL_REACHED,301,4,MAX_EVOL_LEVEL_REACHED,301,7,MAX_EVOL_LEVEL_REACHED,301,5,MAX_EVOL_LEVEL_REACHED,301,7,MAX_EVOL_LEVEL_REACHED,301,3,MAX_EVOL_LEVEL_REACHED,301,10,BEST_SOLUTION_FOUND,1,5,MAX_EVOL_LEVEL_REACHED,301,10,BEST_SOLUTION_FOUND,1,10,BEST_SOLUTION_FOUND,1,10,100,1,0.4,fitprop,uc,bfp,onemax,300
281,7.3,6.94334213473598,271,90.0,10,28,6,MAX_EVOL_LEVEL_REACHED,301,6,MAX_EVOL_LEVEL_REACHED,301,4,MAX_EVOL_LEVEL_REACHED,301,5,MAX_EVOL_LEVEL_REACHED,301,4,MAX_EVOL_LEVEL_REACHED,301,5,MAX_EVOL_LEVEL_REACHED,301,5,MAX_EVOL_LEVEL_REACHED,301,6,MAX_EVOL_LEVEL_REACHED,301,4,MAX_EVOL_LEVEL_REACHED,301,28,BEST_SOLUTION_FOUND,1,10,100,1,0.4,fitprop,uc,bfp,trap,300
282,0.1,0.30000000000000004,271,90.0,7,1,0,MAX_EVOL_LEVEL_REACHED,301,0,MAX_EVOL_LEVEL_REACHED,301,0,MAX_EVOL_LEVEL_REACHED,301,0,MAX_EVOL_LEVEL_REACHED,301,0,MAX_EVOL_LEVEL_REACHED,301,0,MAX_EVOL_LEVEL_REACHED,301,1,BEST_SOLUTION_FOUND,1,0,MAX_EVOL_LEVEL_REACHED,301,0,MAX_EVOL_LEVEL_REACHED,301,0,MAX_EVOL_LEVEL_REACHED,301,10,100,1,0.4,fitprop,uc,bfp,peak,300
283,4.9,1.8138357147217055,301,0.0,3,7,4,MAX_EVOL_LEVEL_REACHED,301,6,MAX_EVOL_LEVEL_REACHED,301,7,MAX_EVOL_LEVEL_REACHED,301,4,MAX_EVOL_LEVEL_REACHED,301,4,MAX_EVOL_LEVEL_REACHED,301,7,MAX_EVOL_LEVEL_REACHED,301,4,MAX_EVOL_LEVEL_REACHED,301,1,MAX_EVOL_LEVEL_REACHED,301,7,MAX_EVOL_LEVEL_REACHED,301,5,MAX_EVOL_LEVEL_REACHED,301,10,100,1,0.4,bintour,spc,bfp,onemax,300
284,0,0.0,301,0.0,1,0,0,MAX_EVOL_LEVEL_REACHED,301,0,MAX_EVOL_LEVEL_REACHED,301,0,MAX_EVOL_LEVEL_REACHED,301,0,MAX_EVOL_LEVEL_REACHED,301,0,MAX_EVOL_LEVEL_REACHED,301,0,MAX_EVOL_LEVEL_REACHED,301,0,MAX_EVOL_LEVEL_REACHED,301,0,MAX_EVOL_LEVEL_REACHED,301,0,MAX_EVOL_LEVEL_REACHED,301,0,MAX_EVOL_LEVEL_REACHED,301,10,100,1,0.4,bintour,spc,bfp,trap,300
285,0.1,0.30000000000000004,271,90.0,10,1,0,MAX_EVOL_LEVEL_REACHED,301,0,MAX_EVOL_LEVEL_REACHED,301,0,MAX_EVOL_LEVEL_REACHED,301,0,MAX_EVOL_LEVEL_REACHED,301,0,MAX_EVOL_LEVEL_REACHED,301,0,MAX_EVOL_LEVEL_REACHED,301,0,MAX_EVOL_LEVEL_REACHED,301,0,MAX_EVOL_LEVEL_REACHED,301,0,MAX_EVOL_LEVEL_REACHED,301,1,BEST_SOLUTION_FOUND,1,10,100,1,0.4,bintour,spc,bfp,peak,300
286,5.2,1.833030277982336,271,90.0,7,10,4,MAX_EVOL_LEVEL_REACHED,301,5,MAX_EVOL_LEVEL_REACHED,301,5,MAX_EVOL_LEVEL_REACHED,301,7,MAX_EVOL_LEVEL_REACHED,301,4,MAX_EVOL_LEVEL_REACHED,301,4,MAX_EVOL_LEVEL_REACHED,301,10,BEST_SOLUTION_FOUND,1,4,MAX_EVOL_LEVEL_REACHED,301,4,MAX_EVOL_LEVEL_REACHED,301,5,MAX_EVOL_LEVEL_REACHED,301,10,100,1,0.4,bintour,uc,bfp,onemax,300
287,8.7,13.289469515371936,211,137.4772708486752,1,29,29,BEST_SOLUTION_FOUND,1,29,BEST_SOLUTION_FOUND,1,0,MAX_EVOL_LEVEL_REACHED,301,0,MAX_EVOL_LEVEL_REACHED,301,0,MAX_EVOL_LEVEL_REACHED,301,0,MAX_EVOL_LEVEL_REACHED,301,0,MAX_EVOL_LEVEL_REACHED,301,29,BEST_SOLUTION_FOUND,1,0,MAX_EVOL_LEVEL_REACHED,301,0,MAX_EVOL_LEVEL_REACHED,301,10,100,1,0.4,bintour,uc,bfp,trap,300
288,0,0.0,301,0.0,1,0,0,MAX_EVOL_LEVEL_REACHED,301,0,MAX_EVOL_LEVEL_REACHED,301,0,MAX_EVOL_LEVEL_REACHED,301,0,MAX_EVOL_LEVEL_REACHED,301,0,MAX_EVOL_LEVEL_REACHED,301,0,MAX_EVOL_LEVEL_REACHED,301,0,MAX_EVOL_LEVEL_REACHED,301,0,MAX_EVOL_LEVEL_REACHED,301,0,MAX_EVOL_LEVEL_REACHED,301,0,MAX_EVOL_LEVEL_REACHED,301,10,100,1,0.4,bintour,uc,bfp,peak,300
289,6.1,2.4269322199023193,241,120.0,6,10,5,MAX_EVOL_LEVEL_REACHED,301,4,MAX_EVOL_LEVEL_REACHED,301,7,MAX_EVOL_LEVEL_REACHED,301,2,MAX_EVOL_LEVEL_REACHED,301,7,MAX_EVOL_LEVEL_REACHED,301,10,BEST_SOLUTION_FOUND,1,10,BEST_SOLUTION_FOUND,1,4,MAX_EVOL_LEVEL_REACHED,301,6,MAX_EVOL_LEVEL_REACHED,301,6,MAX_EVOL_LEVEL_REACHED,301,10,200,0.5,0.1,fitprop,spc,bfp,onemax,300
290,5,1.0954451150103321,301,0.0,3,7,4,MAX_EVOL_LEVEL_REACHED,301,4,MAX_EVOL_LEVEL_REACHED,301,7,MAX_EVOL_LEVEL_REACHED,301,4,MAX_EVOL_LEVEL_REACHED,301,5,MAX_EVOL_LEVEL_REACHED,301,5,MAX_EVOL_LEVEL_REACHED,301,4,MAX_EVOL_LEVEL_REACHED,301,5,MAX_EVOL_LEVEL_REACHED,301,7,MAX_EVOL_LEVEL_REACHED,301,5,MAX_EVOL_LEVEL_REACHED,301,10,200,0.5,0.1,fitprop,spc,bfp,trap,300
291,0.3,0.45825756949558394,211,137.4772708486752,2,1,0,MAX_EVOL_LEVEL_REACHED,301,1,BEST_SOLUTION_FOUND,1,1,BEST_SOLUTION_FOUND,1,0,MAX_EVOL_LEVEL_REACHED,301,0,MAX_EVOL_LEVEL_REACHED,301,1,BEST_SOLUTION_FOUND,1,0,MAX_EVOL_LEVEL_REACHED,301,0,MAX_EVOL_LEVEL_REACHED,301,0,MAX_EVOL_LEVEL_REACHED,301,0,MAX_EVOL_LEVEL_REACHED,301,10,200,0.5,0.1,fitprop,spc,bfp,peak,300
292,6.5,2.1563858652847827,241,120.0,5,10,3,MAX_EVOL_LEVEL_REACHED,301,7,MAX_EVOL_LEVEL_REACHED,301,6,MAX_EVOL_LEVEL_REACHED,301,5,MAX_EVOL_LEVEL_REACHED,301,10,BEST_SOLUTION_FOUND,1,10,BEST_SOLUTION_FOUND,1,7,MAX_EVOL_LEVEL_REACHED,301,4,MAX_EVOL_LEVEL_REACHED,301,6,MAX_EVOL_LEVEL_REACHED,301,7,MAX_EVOL_LEVEL_REACHED,301,10,200,0.5,0.1,fitprop,uc,bfp,onemax,300
293,6.9,7.515982969645422,271,90.0,5,29,4,MAX_EVOL_LEVEL_REACHED,301,5,MAX_EVOL_LEVEL_REACHED,301,3,MAX_EVOL_LEVEL_REACHED,301,4,MAX_EVOL_LEVEL_REACHED,301,29,BEST_SOLUTION_FOUND,1,3,MAX_EVOL_LEVEL_REACHED,301,6,MAX_EVOL_LEVEL_REACHED,301,3,MAX_EVOL_LEVEL_REACHED,301,8,MAX_EVOL_LEVEL_REACHED,301,4,MAX_EVOL_LEVEL_REACHED,301,10,200,0.5,0.1,fitprop,uc,bfp,trap,300
294,0,0.0,301,0.0,1,0,0,MAX_EVOL_LEVEL_REACHED,301,0,MAX_EVOL_LEVEL_REACHED,301,0,MAX_EVOL_LEVEL_REACHED,301,0,MAX_EVOL_LEVEL_REACHED,301,0,MAX_EVOL_LEVEL_REACHED,301,0,MAX_EVOL_LEVEL_REACHED,301,0,MAX_EVOL_LEVEL_REACHED,301,0,MAX_EVOL_LEVEL_REACHED,301,0,MAX_EVOL_LEVEL_REACHED,301,0,MAX_EVOL_LEVEL_REACHED,301,10,200,0.5,0.1,fitprop,uc,bfp,peak,300
295,6.8,2.638181191654584,211,137.4772708486752,3,10,7,MAX_EVOL_LEVEL_REACHED,301,4,MAX_EVOL_LEVEL_REACHED,301,10,BEST_SOLUTION_FOUND,1,3,MAX_EVOL_LEVEL_REACHED,301,10,BEST_SOLUTION_FOUND,1,7,MAX_EVOL_LEVEL_REACHED,301,6,MAX_EVOL_LEVEL_REACHED,301,3,MAX_EVOL_LEVEL_REACHED,301,10,BEST_SOLUTION_FOUND,1,8,MAX_EVOL_LEVEL_REACHED,301,10,200,0.5,0.1,bintour,spc,bfp,onemax,300
296,9.2,9.713907555664713,241,120.0,7,29,4,MAX_EVOL_LEVEL_REACHED,301,28,BEST_SOLUTION_FOUND,1,4,MAX_EVOL_LEVEL_REACHED,301,4,MAX_EVOL_LEVEL_REACHED,301,6,MAX_EVOL_LEVEL_REACHED,301,5,MAX_EVOL_LEVEL_REACHED,301,29,BEST_SOLUTION_FOUND,1,6,MAX_EVOL_LEVEL_REACHED,301,4,MAX_EVOL_LEVEL_REACHED,301,2,MAX_EVOL_LEVEL_REACHED,301,10,200,0.5,0.1,bintour,spc,bfp,trap,300
297,0.4,0.48989794855663565,181,146.9693845669907,1,1,1,BEST_SOLUTION_FOUND,1,0,MAX_EVOL_LEVEL_REACHED,301,1,BEST_SOLUTION_FOUND,1,0,MAX_EVOL_LEVEL_REACHED,301,1,BEST_SOLUTION_FOUND,1,1,BEST_SOLUTION_FOUND,1,0,MAX_EVOL_LEVEL_REACHED,301,0,MAX_EVOL_LEVEL_REACHED,301,0,MAX_EVOL_LEVEL_REACHED,301,0,MAX_EVOL_LEVEL_REACHED,301,10,200,0.5,0.1,bintour,spc,bfp,peak,300
298,5.7,2.6095976701399777,241,120.0,3,10,6,MAX_EVOL_LEVEL_REACHED,301,5,MAX_EVOL_LEVEL_REACHED,301,10,BEST_SOLUTION_FOUND,1,6,MAX_EVOL_LEVEL_REACHED,301,3,MAX_EVOL_LEVEL_REACHED,301,6,MAX_EVOL_LEVEL_REACHED,301,10,BEST_SOLUTION_FOUND,1,1,MAX_EVOL_LEVEL_REACHED,301,5,MAX_EVOL_LEVEL_REACHED,301,5,MAX_EVOL_LEVEL_REACHED,301,10,200,0.5,0.1,bintour,uc,bfp,onemax,300
299,3.9,1.8681541692269406,301,0.0,3,6,3,MAX_EVOL_LEVEL_REACHED,301,3,MAX_EVOL_LEVEL_REACHED,301,6,MAX_EVOL_LEVEL_REACHED,301,3,MAX_EVOL_LEVEL_REACHED,301,1,MAX_EVOL_LEVEL_REACHED,301,6,MAX_EVOL_LEVEL_REACHED,301,1,MAX_EVOL_LEVEL_REACHED,301,5,MAX_EVOL_LEVEL_REACHED,301,6,MAX_EVOL_LEVEL_REACHED,301,5,MAX_EVOL_LEVEL_REACHED,301,10,200,0.5,0.1,bintour,uc,bfp,trap,300
300,0.1,0.30000000000000004,271,90.0,3,1,0,MAX_EVOL_LEVEL_REACHED,301,0,MAX_EVOL_LEVEL_REACHED,301,1,BEST_SOLUTION_FOUND,1,0,MAX_EVOL_LEVEL_REACHED,301,0,MAX_EVOL_LEVEL_REACHED,301,0,MAX_EVOL_LEVEL_REACHED,301,0,MAX_EVOL_LEVEL_REACHED,301,0,MAX_EVOL_LEVEL_REACHED,301,0,MAX_EVOL_LEVEL_REACHED,301,0,MAX_EVOL_LEVEL_REACHED,301,10,200,0.5,0.1,bintour,uc,bfp,peak,300
301,7.2,1.7204650534085253,241,120.0,7,10,6,MAX_EVOL_LEVEL_REACHED,301,6,MAX_EVOL_LEVEL_REACHED,301,7,MAX_EVOL_LEVEL_REACHED,301,8,MAX_EVOL_LEVEL_REACHED,301,7,MAX_EVOL_LEVEL_REACHED,301,5,MAX_EVOL_LEVEL_REACHED,301,10,BEST_SOLUTION_FOUND,1,8,MAX_EVOL_LEVEL_REACHED,301,5,MAX_EVOL_LEVEL_REACHED,301,10,BEST_SOLUTION_FOUND,1,10,200,0.5,0.3,fitprop,spc,bfp,onemax,300
302,9.5,9.78008179924892,241,120.0,8,29,6,MAX_EVOL_LEVEL_REACHED,301,6,MAX_EVOL_LEVEL_REACHED,301,4,MAX_EVOL_LEVEL_REACHED,301,4,MAX_EVOL_LEVEL_REACHED,301,4,MAX_EVOL_LEVEL_REACHED,301,5,MAX_EVOL_LEVEL_REACHED,301,4,MAX_EVOL_LEVEL_REACHED,301,29,BEST_SOLUTION_FOUND,1,4,MAX_EVOL_LEVEL_REACHED,301,29,BEST_SOLUTION_FOUND,1,10,200,0.5,0.3,fitprop,spc,bfp,trap,300
303,0.1,0.30000000000000004,271,90.0,1,1,1,BEST_SOLUTION_FOUND,1,0,MAX_EVOL_LEVEL_REACHED,301,0,MAX_EVOL_LEVEL_REACHED,301,0,MAX_EVOL_LEVEL_REACHED,301,0,MAX_EVOL_LEVEL_REACHED,301,0,MAX_EVOL_LEVEL_REACHED,301,0,MAX_EVOL_LEVEL_REACHED,301,0,MAX_EVOL_LEVEL_REACHED,301,0,MAX_EVOL_LEVEL_REACHED,301,0,MAX_EVOL_LEVEL_REACHED,301,10,200,0.5,0.3,fitprop,spc,bfp,peak,300
304,6.9,1.9209372712298547,241,120.0,1,10,10,BEST_SOLUTION_FOUND,1,7,MAX_EVOL_LEVEL_REACHED,301,4,MAX_EVOL_LEVEL_REACHED,301,8,MAX_EVOL_LEVEL_REACHED,301,10,BEST_SOLUTION_FOUND,1,5,MAX_EVOL_LEVEL_REACHED,301,7,MAX_EVOL_LEVEL_REACHED,301,7,MAX_EVOL_LEVEL_REACHED,301,6,MAX_EVOL_LEVEL_REACHED,301,5,MAX_EVOL_LEVEL_REACHED,301,10,200,0.5,0.3,fitprop,uc,bfp,onemax,300
305,9.4,9.911609354691095,241,120.0,5,29,4,MAX_EVOL_LEVEL_REACHED,301,3,MAX_EVOL_LEVEL_REACHED,301,2,MAX_EVOL_LEVEL_REACHED,301,3,MAX_EVOL_LEVEL_REACHED,301,29,BEST_SOLUTION_FOUND,1,29,BEST_SOLUTION_FOUND,1,6,MAX_EVOL_LEVEL_REACHED,301,6,MAX_EVOL_LEVEL_REACHED,301,5,MAX_EVOL_LEVEL_REACHED,301,7,MAX_EVOL_LEVEL_REACHED,301,10,200,0.5,0.3,fitprop,uc,bfp,trap,300
306,0.2,0.4,241,120.0,2,1,0,MAX_EVOL_LEVEL_REACHED,301,1,BEST_SOLUTION_FOUND,1,0,MAX_EVOL_LEVEL_REACHED,301,0,MAX_EVOL_LEVEL_REACHED,301,0,MAX_EVOL_LEVEL_REACHED,301,0,MAX_EVOL_LEVEL_REACHED,301,0,MAX_EVOL_LEVEL_REACHED,301,0,MAX_EVOL_LEVEL_REACHED,301,0,MAX_EVOL_LEVEL_REACHED,301,1,BEST_SOLUTION_FOUND,1,10,200,0.5,0.3,fitprop,uc,bfp,peak,300
